GEO.id,GEO.id2,GEO.display-label,D001
Id,Id2,Geography,Total
1000000US410170001001209,410170001001209,"Block 1209, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001210,410170001001210,"Block 1210, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001211,410170001001211,"Block 1211, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001212,410170001001212,"Block 1212, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001213,410170001001213,"Block 1213, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001214,410170001001214,"Block 1214, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001215,410170001001215,"Block 1215, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001216,410170001001216,"Block 1216, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001217,410170001001217,"Block 1217, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001218,410170001001218,"Block 1218, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001219,410170001001219,"Block 1219, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001220,410170001001220,"Block 1220, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001221,410170001001221,"Block 1221, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001222,410170001001222,"Block 1222, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001223,410170001001223,"Block 1223, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001224,410170001001224,"Block 1224, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001225,410170001001225,"Block 1225, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001226,410170001001226,"Block 1226, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001227,410170001001227,"Block 1227, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001228,410170001001228,"Block 1228, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001229,410170001001229,"Block 1229, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001230,410170001001230,"Block 1230, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001231,410170001001231,"Block 1231, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001232,410170001001232,"Block 1232, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001233,410170001001233,"Block 1233, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001234,410170001001234,"Block 1234, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001235,410170001001235,"Block 1235, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001236,410170001001236,"Block 1236, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001237,410170001001237,"Block 1237, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001238,410170001001238,"Block 1238, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001239,410170001001239,"Block 1239, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001240,410170001001240,"Block 1240, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001241,410170001001241,"Block 1241, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001242,410170001001242,"Block 1242, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001243,410170001001243,"Block 1243, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001244,410170001001244,"Block 1244, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001245,410170001001245,"Block 1245, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001246,410170001001246,"Block 1246, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001247,410170001001247,"Block 1247, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001248,410170001001248,"Block 1248, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001249,410170001001249,"Block 1249, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001250,410170001001250,"Block 1250, Block Group 1, Census Tract 1, Deschutes County, Oregon",9
1000000US410170001001251,410170001001251,"Block 1251, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001252,410170001001252,"Block 1252, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001253,410170001001253,"Block 1253, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001254,410170001001254,"Block 1254, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001255,410170001001255,"Block 1255, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001256,410170001001256,"Block 1256, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001257,410170001001257,"Block 1257, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001258,410170001001258,"Block 1258, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
